"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary","Ancestors"
"","44038154","OMOP1032785","Cephalexin 250 MG Oral Tablet [Apo-Cephalex] by Apotex","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44035038","OMOP1029669","Cephalexin 500 MG Oral Tablet [Nu-Cephalex]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44035037","OMOP1029668","Cephalexin 250 MG Oral Tablet [Pms-Cephalexin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44035036","OMOP1029667","Cephalexin 250 MG Oral Tablet [Penta-Cephalexin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44035035","OMOP1029666","Cephalexin 25 MG/ML Oral Powder [Teva-Cephalexin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44032983","OMOP1027614","Cephalexin 25 MG/ML Oral Powder","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44031506","OMOP1026137","Cephalexin Oral Tablet [Nu-Cephalex]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44031505","OMOP1026136","Cephalexin Oral Tablet [Teva-Cephalexin]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44029008","OMOP1023639","Cephalexin 25 MG/ML [Pms-Cephalexin]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44025873","OMOP1020504","Cephalexin Oral Capsule [Teva-Cephalexin]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43837891","OMOP959452","Cephalexin 1000 MG Oral Tablet [Cephalexin-Ratiopharm] by Ratiopharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43819797","OMOP959464","Cephalexin 500 MG Oral Tablet [Cephalex-Ct] by AbZ-Pharma","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43783827","OMOP959449","Cephalexin 1000 MG [Cephalex-Ct]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43747690","OMOP959461","Cephalexin 500 MG Oral Tablet [Cephalexin-Ratiopharm]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43747689","OMOP959460","Cephalexin 500 MG [Cephalex-Ct]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43747688","OMOP959459","Cephalexin 500 MG [Cephalexin-Ratiopharm]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43729760","OMOP959447","Cephalexin Oral Tablet [Cephalex-Ct]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43711781","OMOP959446","Cephalexin Oral Tablet [Cephalexin-Ratiopharm]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43693887","OMOP959463","Cephalexin 500 MG Oral Tablet [Cephalex-Ct]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43693886","OMOP959462","Cephalexin 500 MG Oral Tablet [Cephalexin-Ratiopharm] by Ratiopharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43693884","OMOP959454","Cephalexin 1000 MG Oral Tablet [Cephalex-Ct] by AbZ-Pharma","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43676148","OMOP959455","Cephalexin 50 MG/ML [Cephalexin-Ratiopharm]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43676147","OMOP959448","Cephalexin 1000 MG [Cephalexin-Ratiopharm]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43639903","OMOP959451","Cephalexin 1000 MG Oral Tablet [Cephalexin-Ratiopharm]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43621756","OMOP959453","Cephalexin 1000 MG Oral Tablet [Cephalex-Ct]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519617","OMOP2806732","100 ML Cephalexin 25 MG/ML Oral Powder by Apotex","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519610","OMOP2806725","100 ML Cephalexin 25 MG/ML Oral Powder","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519574","OMOP2806689","100 ML Cephalexin 50 MG/ML Oral Powder by Chemmart","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519573","OMOP2806688","100 ML Cephalexin 50 MG/ML Oral Powder by Genrx","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519572","OMOP2806687","100 ML Cephalexin 25 MG/ML Oral Powder by Chemmart","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519558","OMOP2806673","100 ML Cephalexin 50 MG/ML Oral Powder [Ibilex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519557","OMOP2806672","100 ML Cephalexin 25 MG/ML Oral Powder [Cilex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519546","OMOP2806661","100 ML Cephalexin 50 MG/ML Oral Powder","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519541","OMOP2806656","100 ML Cephalexin 50 MG/ML Oral Powder by Terry White Chemists","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519540","OMOP2806655","100 ML Cephalexin 50 MG/ML Oral Powder by Sandoz","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519539","OMOP2806654","100 ML Cephalexin 25 MG/ML Oral Powder by Terry White Chemists","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519527","OMOP2806642","100 ML Cephalexin 50 MG/ML Oral Powder [Keflex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519526","OMOP2806641","100 ML Cephalexin 50 MG/ML Oral Powder [Ialex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519525","OMOP2806640","100 ML Cephalexin 25 MG/ML Oral Powder [Ibilex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519486","OMOP2806601","100 ML Cephalexin 50 MG/ML Oral Powder by Apotex","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519471","OMOP2806586","100 ML Cephalexin 50 MG/ML Oral Powder [Cilex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519455","OMOP2806570","100 ML Cephalexin 25 MG/ML Oral Powder by Sandoz","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519447","OMOP2806562","100 ML Cephalexin 25 MG/ML Oral Powder [Keflex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519446","OMOP2806561","100 ML Cephalexin 25 MG/ML Oral Powder [Ialex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519436","OMOP2806551","100 ML Cephalexin 25 MG/ML Oral Powder by Genrx","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519082","OMOP2806197","75 ML Cephalexin 50 MG/ML Oral Powder by Sandoz","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519068","OMOP2806183","75 ML Cephalexin 25 MG/ML Oral Powder","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519062","OMOP2806177","75 ML Cephalexin 25 MG/ML Oral Powder by Sandoz","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43519051","OMOP2806166","75 ML Cephalexin 50 MG/ML Oral Powder","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43518991","OMOP2806106","60 ML Cephalexin 50 MG/ML Oral Powder","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43518987","OMOP2806102","60 ML Cephalexin 25 MG/ML Oral Powder","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43518985","OMOP2806100","60 ML Cephalexin 50 MG/ML Oral Powder by Sandoz","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43518984","OMOP2806099","60 ML Cephalexin 25 MG/ML Oral Powder by Sandoz","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43517435","OMOP2804550","Cephalexin 25 MG/ML Oral Powder by Terry White Chemists","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43517434","OMOP2804549","Cephalexin 25 MG/ML Oral Powder by Chemmart","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43517348","OMOP2804463","Cephalexin 50 MG/ML Oral Powder [Cilex]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43517020","OMOP2804135","Cephalexin 50 MG/ML Oral Powder by Terry White Chemists","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43516607","OMOP2803722","Cephalexin 50 MG/ML Oral Powder by Sandoz","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43516606","OMOP2803721","Cephalexin 25 MG/ML Oral Powder by Sandoz","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43516605","OMOP2803720","Cephalexin 25 MG/ML Oral Powder by Apotex","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43516518","OMOP2803633","Cephalexin 25 MG/ML Oral Powder [Cilex]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43516517","OMOP2803632","Cephalexin 25 MG/ML Oral Powder [Ibilex]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43516310","OMOP2803425","Cephalexin Oral Powder [Ibilex]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43516112","OMOP2803227","Cephalexin 50 MG/ML Oral Powder [Ialex]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43516111","OMOP2803226","Cephalexin 25 MG/ML Oral Powder [Ialex]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43515921","OMOP2803036","Cephalexin Oral Powder [Cilex]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43515804","OMOP2802919","Cephalexin 50 MG/ML Oral Powder by Genrx","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43514908","OMOP2802023","Cephalexin 50 MG/ML Oral Powder [Ibilex]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43514682","OMOP2801797","Cephalexin Oral Powder [Ialex]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43514560","OMOP2801675","Cephalexin 50 MG/ML Oral Powder by Chemmart","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43514559","OMOP2801674","Cephalexin 50 MG/ML Oral Powder by Apotex","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43514558","OMOP2801673","Cephalexin 25 MG/ML Oral Powder by Genrx","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43297539","OMOP566527","100 ML Cephalexin 50 MG/ML Powder for Oral Solution [Cilex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43293230","OMOP574083","Cephalexin 500 MG Oral Capsule [Ialex]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43293229","OMOP574080","Cephalexin 500 MG Oral Capsule [Rancef] Box of 20","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43293228","OMOP574079","Cephalexin 500 MG Oral Capsule [Rancef]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
