"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary","Ancestors"
"","46233716","1650154","doxycycline hyclate 100 MG [Doxy Lemmon]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233715","1650150","doxycycline hyclate 100 MG [Bio-Tab]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233714","1650148","doxycycline hyclate 100 MG [Vibra-Tabs]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233713","1650146","doxycycline monohydrate 100 MG [Avidoxy]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233712","1650144","doxycycline monohydrate 100 MG [Adoxa]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233711","1650143","doxycycline hyclate 100 MG Oral Tablet","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233710","1650142","doxycycline monohydrate 100 MG Oral Tablet","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233705","1650033","doxycycline monohydrate 5 MG/ML [Vibramycin]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233704","1650032","doxycycline calcium 5 MG/ML Oral Suspension","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233703","1650031","doxycycline calcium 5 MG/ML","Clinical Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233702","1650030","doxycycline monohydrate 5 MG/ML Oral Suspension","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233701","1650029","doxycycline monohydrate 5 MG/ML","Clinical Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","46233700","1650013","doxycycline hyclate 100 MG [Doxal]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","45777031","1545036","{1 (133 ML) (benzoyl peroxide 44 MG/ML Medicated Liquid Soap [Benoxyl]) / 60 (doxycycline monohydrate 100 MG Oral Tablet) } Pack [Benoxyldoxy 60]","Branded Pack","Standard","timeout","timeout","Drug","RxNorm","1"
"","45777030","1545035","{1 (133 ML) (benzoyl peroxide 44 MG/ML Medicated Liquid Soap) / 60 (doxycycline monohydrate 100 MG Oral Tablet) } Pack","Clinical Pack","Standard","timeout","timeout","Drug","RxNorm","1"
"","45777029","1545034","{1 (133 ML) (benzoyl peroxide 44 MG/ML Medicated Liquid Soap [Benoxyl]) / 30 (doxycycline monohydrate 100 MG Oral Tablet) } Pack [Benoxyldoxy 30]","Branded Pack","Standard","timeout","timeout","Drug","RxNorm","1"
"","45777028","1545033","{1 (133 ML) (benzoyl peroxide 44 MG/ML Medicated Liquid Soap) / 30 (doxycycline monohydrate 100 MG Oral Tablet) } Pack","Clinical Pack","Standard","timeout","timeout","Drug","RxNorm","1"
"","45776801","1543955","doxycycline hyclate 75 MG Oral Tablet [Acticlate]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm","1"
"","45776799","1543953","doxycycline hyclate 150 MG Oral Tablet [Acticlate]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm","1"
"","45776797","1543948","doxycycline Oral Tablet [Acticlate]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm","1"
"","44203557","OMOP3080280","2020 MG Doxycycline 0.0698 MG/MG Oral Solution [Mundicyl]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44203520","OMOP3080243","2020 MG Doxycycline 0.0698 MG/MG Oral Solution","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44203491","OMOP3080214","2020 MG Doxycycline 0.0698 MG/MG Oral Solution Box of 8","Quant Clinical Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44203422","OMOP3080145","2020 MG Doxycycline 0.0698 MG/MG Oral Solution [Mundicyl] Box of 8","Quant Branded Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44203334","OMOP3080057","2000 MG Doxycycline 0.07 MG/MG Oral Solution Box of 8","Quant Clinical Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44203304","OMOP3080027","2000 MG Doxycycline 0.07 MG/MG Oral Solution","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44203291","OMOP3080014","2000 MG Doxycycline 0.07 MG/MG Oral Solution [Mundicyl] Box of 8","Quant Branded Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44203280","OMOP3080003","2000 MG Doxycycline 0.07 MG/MG Oral Solution [Mundicyl]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44202062","OMOP3078785","1990 MG Doxycycline 0.0698 MG/MG Oral Solution [Mundicyl]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44202019","OMOP3078742","1990 MG Doxycycline 0.0698 MG/MG Oral Solution Box of 8","Quant Clinical Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44201924","OMOP3078647","1990 MG Doxycycline 0.0698 MG/MG Oral Solution","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44201906","OMOP3078629","1990 MG Doxycycline 0.0698 MG/MG Oral Solution [Mundicyl] Box of 8","Quant Branded Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44188793","OMOP3065516","Doxycycline 150 MG Oral Solution [Sigacyclat]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44187158","OMOP3063881","Doxycycline Oral Solution [Sigacyclat]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44186448","OMOP3063171","Doxycycline 200 MG Delayed Release Oral Tablet [Doxy Diolan] Box of 10 by Meda","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44186447","OMOP3063170","Doxycycline 200 MG Delayed Release Oral Tablet [Doxycyclin Billix] Box of 10 by Billix","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44183818","OMOP3060541","Doxycycline 150 MG Oral Solution Box of 8","Clinical Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44181199","OMOP3057922","Doxycycline 150 MG Oral Solution [Sigacyclat] Box of 8","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44180097","OMOP3056820","Doxycycline 150 MG Oral Solution","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44179697","OMOP3056420","Doxycycline Extended Release Oral Tablet [Aknefug]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44179696","OMOP3056419","Doxycycline Oral Solution [Mundicyl]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44178969","OMOP3055692","Doxycycline 150 MG Oral Solution [Sigacyclat] Box of 8 by Kytta Siegfried","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44177500","OMOP3054223","Doxycycline 50 MG Extended Release Oral Tablet [Aknefug]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44177499","OMOP3054222","Doxycycline 50 MG Extended Release Oral Tablet [Aknefug] Box of 50","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44176357","OMOP3053080","Doxycycline 150 MG Oral Solution Box of 16","Clinical Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44175920","OMOP3052643","Doxycycline Delayed Release Oral Tablet [Doxycyclin Denk]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44175220","OMOP3051943","Doxycycline 50 MG Extended Release Oral Tablet [Aknefug] Box of 50 by Wolff Bielefeld","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44173733","OMOP3050456","Doxycycline 0.07 MG/MG Oral Solution [Mundicyl]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44172636","OMOP3049359","Doxycycline 0.07 MG/MG Oral Solution","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44171479","OMOP3048202","Doxycycline 100 MG Oral Tablet [Doxy] Box of 16 by Eurim-Pharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44170001","OMOP3046724","Doxycycline 200 MG Delayed Release Oral Tablet [Doxycyclin Denk]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44170000","OMOP3046723","Doxycycline 200 MG Delayed Release Oral Tablet [Doxycyclin Denk] Box of 8","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44167712","OMOP3044435","Doxycycline 100 MG Extended Release Oral Tablet [Doxy] Box of 20 by Wolff Bielefeld","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44166270","OMOP3042993","Doxycycline 150 MG Oral Solution [Sigacyclat] Box of 16","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44165047","OMOP3041770","Doxycycline 0.07 MG/MG Oral Solution Box of 8","Clinical Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44163932","OMOP3040655","Doxycycline 150 MG Oral Solution [Sigacyclat] Box of 16 by Kytta Siegfried","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44162455","OMOP3039178","Doxycycline 200 MG Delayed Release Oral Tablet [Doxycyclin Billix] Box of 10","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44162454","OMOP3039177","Doxycycline 0.07 MG/MG Oral Solution [Mundicyl] Box of 8","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44160165","OMOP3036888","Doxycycline 200 MG Delayed Release Oral Tablet [Doxycyclin Denk] Box of 8 by Denk","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44128443","OMOP1123074","Doxycycline 100 MG Oral Capsule by Pro Doc Limitee","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44128442","OMOP1123073","Doxycycline 100 MG Oral Capsule [Dom-Doxycycline] by Dominion cal","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44128441","OMOP1123072","Doxycycline 100 MG Oral Tablet [Doxytab] by Pro Doc Limitee","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44128440","OMOP1123071","Doxycycline 100 MG Oral Tablet [Ratio-Doxycycline] by TEVA","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44128439","OMOP1123070","Doxycycline 40 MG Extended Release Oral Capsule [Apprilon] by Galderma","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44125439","OMOP1120070","Doxycycline 100 MG Injectable Solution [Vibramycin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44125438","OMOP1120069","Doxycycline 100 MG Oral Capsule [Ntp-Doxycycline]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44125437","OMOP1120068","Doxycycline 100 MG Oral Capsule [Pms-Doxycycline]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44123453","OMOP1118084","Doxycycline 100 MG Oral Capsule Box of 200","Clinical Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44121928","OMOP1116559","Doxycycline Oral Capsule [DOXYCYCLINE TEVA]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44121927","OMOP1116558","Doxycycline Oral Tablet [Apo-Doxy]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44121926","OMOP1116557","Doxycycline Oral Tablet [Penta-Doxycycline]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44121925","OMOP1116556","Doxycycline Oral Tablet [Ratio-Doxycycline]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44119383","OMOP1114014","Doxycycline 100 MG [Apo-Doxy]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44119382","OMOP1114013","Doxycycline 100 MG [Doxytab]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44119381","OMOP1114012","Doxycycline 100 MG [Phl-Doxycycline]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44119380","OMOP1114011","Doxycycline 100 MG [Ratio-Doxycycline]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44115253","OMOP1109884","Doxycycline 100 MG Oral Capsule by Sanis","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44115252","OMOP1109883","Doxycycline 100 MG Oral Capsule [Rho-Doxycycline] by Rhodiapharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44115251","OMOP1109882","Doxycycline 100 MG Oral Tablet [Ntp-Doxycycline] by TEVA","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44115250","OMOP1109881","Doxycycline 100 MG Oral Tablet [DOXYCYCLINE TEVA] by TEVA","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44112283","OMOP1106914","Doxycycline 100 MG Oral Tablet [Rho-Doxycin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44112282","OMOP1106913","Doxycycline 44 MG/UNT Oral Gel [Atridox]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44110287","OMOP1104918","Doxycycline 100 MG Injectable Solution","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44108814","OMOP1103445","Doxycycline Oral Tablet [Nu-Doxycycline]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44108813","OMOP1103444","Doxycycline Oral Tablet [Pms-Doxycycline]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44106349","OMOP1100980","Doxycycline 100 MG [Ntp-Doxycycline]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44106348","OMOP1100979","Doxycycline 100 MG [Pms-Doxycycline]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44104849","OMOP1099480","Doxycycline 44 MG/UNT","Clinical Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44102463","OMOP1097094","Doxycycline 20 MG Oral Capsule [Periostat] by Pendopharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44099510","OMOP1094141","Doxycycline 100 MG Oral Capsule [Alti-Doxycycline]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44099509","OMOP1094140","Doxycycline 100 MG Oral Capsule [Doxycin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44099508","OMOP1094139","Doxycycline 100 MG Oral Capsule [Ratio-Doxycycline]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44099507","OMOP1094138","Doxycycline 100 MG Oral Capsule [Rho-Doxycin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44099506","OMOP1094137","Doxycycline 100 MG Oral Capsule [Rho-Doxycycline]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44099505","OMOP1094136","Doxycycline 100 MG Oral Capsule [DOXYCYCLINE TEVA]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44099504","OMOP1094135","Doxycycline 100 MG Oral Tablet [Alti-Doxycycline]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44099503","OMOP1094134","Doxycycline 100 MG Oral Tablet [Phl-Doxycycline]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44099502","OMOP1094133","Doxycycline 100 MG Oral Tablet [Ratio-Doxycycline]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44093439","OMOP1088070","Doxycycline 100 MG [Doxycin]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44093438","OMOP1088069","Doxycycline 100 MG [Rho-Doxycin]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44089434","OMOP1084065","Doxycycline 100 MG Injectable Solution [Vibramycin] by Pfizer","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44089433","OMOP1084064","Doxycycline 100 MG Oral Capsule [Phl-Doxycycline] by Pharmel","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44089432","OMOP1084063","Doxycycline 100 MG Oral Capsule [Rho-Doxycin] by Rhodiapharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44089431","OMOP1084062","Doxycycline 100 MG Oral Tablet [Apo-Doxy] by Apotex","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44089430","OMOP1084061","Doxycycline 100 MG Oral Tablet [Nu-Doxycycline] by Nu-Pharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44086506","OMOP1081137","Doxycycline 100 MG Oral Capsule [Apo-Doxy]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44086505","OMOP1081136","Doxycycline 100 MG Oral Tablet [Doxycin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44086504","OMOP1081135","Doxycycline 100 MG Oral Tablet [Rho-Doxycycline]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44083007","OMOP1077638","Doxycycline Injectable Solution [Vibramycin]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44083006","OMOP1077637","Doxycycline Oral Capsule [Phl-Doxycycline]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44083005","OMOP1077636","Doxycycline Oral Tablet [Phl-Doxycycline]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44083004","OMOP1077635","Doxycycline Extended Release Oral Capsule [Apprilon]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44076562","OMOP1071193","Doxycycline 100 MG Oral Capsule [Doxycin] by Laboratoire Riva","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44076561","OMOP1071192","Doxycycline 100 MG Oral Capsule [Ntp-Doxycycline] by TEVA","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44076560","OMOP1071191","Doxycycline 100 MG Oral Capsule [Nu-Doxycycline] by Nu-Pharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44076559","OMOP1071190","Doxycycline 100 MG Oral Capsule [Pms-Doxycycline] by Pharmascience","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44076558","OMOP1071189","Doxycycline 100 MG Oral Capsule [DOXYCYCLINE TEVA] by TEVA","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44076557","OMOP1071188","Doxycycline 100 MG Oral Tablet by Sanis","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44076556","OMOP1071187","Doxycycline 100 MG Oral Tablet [Alti-Doxycycline] by Altimed","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44076555","OMOP1071186","Doxycycline 100 MG Oral Tablet [Doxycin] by Laboratoire Riva","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44076554","OMOP1071185","Doxycycline 100 MG Oral Tablet [Pms-Doxycycline] by Pharmascience","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44073620","OMOP1068251","Doxycycline 100 MG Oral Tablet [Doxytab]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
