"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary","Ancestors"
"","44091646","OMOP1086277","Isotretinoin 0.0005 MG/ML","Clinical Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44088878","OMOP1083509","Isotretinoin 40 MG Oral Capsule [Epuris] by Cipher","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44082765","OMOP1077396","Isotretinoin Oral Capsule [Ran-Isotretinoin]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44080135","OMOP1074766","Isotretinoin 10 MG [Clarus]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44076015","OMOP1070646","Isotretinoin 0.0005 MG/ML Topical Gel [Isotrex] by Stiefel","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44073265","OMOP1067896","Isotretinoin 20 MG Oral Capsule [Epuris]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44067461","OMOP1062092","Isotretinoin 40 MG [Epuris]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44063300","OMOP1057931","Isotretinoin 40 MG Oral Capsule [Clarus] by Mylan","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44054466","OMOP1049097","Isotretinoin 20 MG [Epuris]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44050317","OMOP1044948","Isotretinoin 20 MG Oral Capsule [Epuris] by Cipher","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44050316","OMOP1044947","Isotretinoin 10 MG Oral Capsule [Epuris] by Cipher","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44047455","OMOP1042086","Isotretinoin 10 MG Oral Capsule [Epuris]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44047454","OMOP1042085","Isotretinoin 30 MG Oral Capsule [Epuris]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44034410","OMOP1029041","Isotretinoin 0.0005 MG/ML Topical Gel [Isotrex]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44034409","OMOP1029040","Isotretinoin 10 MG Oral Capsule [Clarus]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43865580","OMOP840492","100000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43863439","OMOP806765","40000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43863438","OMOP806764","40000 MG Isotretinoin 0.001 MG/MG Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43862628","OMOP791055","15 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43862627","OMOP791049","15000 MG Isotretinoin 0.001 MG/MG Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43861494","OMOP770284","5000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43857072","OMOP672532","Isotretinoin 10 MG Oral Capsule [Aknenormin] by Almirall","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43857071","OMOP672519","Isotretinoin 10 MG [Aknenormin]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43857069","OMOP672499","Isotretinoin Oral Capsule [Aknenormin]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43857068","OMOP672496","Isotretinoin Oral Capsule [Isogalen]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43857067","OMOP672494","Isotretinoin Oral Capsule [Isoderm]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43845529","OMOP816235","50000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43845528","OMOP816232","50000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43845053","OMOP804516","30000 MG Isotretinoin 0.001 MG/MG Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43839000","OMOP672534","Isotretinoin 10 MG Oral Capsule [Isotret Hexal] by Hexal","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43838999","OMOP672507","Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43827411","OMOP816237","50000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43827116","OMOP806763","40 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43826362","OMOP791046","15000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43823609","OMOP729172","1000 MG Erythromycin 0.02 MG/MG / Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43823608","OMOP729171","1000 MG Erythromycin 0.02 MG/MG / Isotretinoin 0.0005 MG/MG Vaginal Gel","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43820975","OMOP672524","Isotretinoin 10 MG Oral Capsule [Isogalen]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43820974","OMOP672516","Isotretinoin 10 MG [Isogalen]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43820973","OMOP672505","Isotretinoin 0.0005 MG/MG [Isotrexin]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43809394","OMOP816243","50000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43808915","OMOP804510","30000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43802839","OMOP672522","Isotretinoin 10 MG Oral Capsule [Isoderm]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43791226","OMOP816241","50000 MG Isotretinoin 0.001 MG/MG Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43791225","OMOP816240","50 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43790950","OMOP806757","40000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43790762","OMOP804511","30000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43790648","OMOP801386","25 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43784924","OMOP672547","Isotretinoin 20 MG Oral Capsule [Isogalen]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43784923","OMOP672529","Isotretinoin 10 MG Oral Capsule [Isotretinoin Ratiopharm] by Ratiopharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43775150","OMOP840488","100 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43773414","OMOP816233","50000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43773098","OMOP806762","40 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43769631","OMOP736591","1000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43769630","OMOP736590","1000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43766817","OMOP672551","Isotretinoin 20 MG Oral Capsule [Isotretinoin Puren] by Puren","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43754944","OMOP804517","30000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43754278","OMOP791047","15000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43753521","OMOP773934","6000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43748801","OMOP672510","Isotretinoin 0.001 MG/MG Topical Cream [Isotrex]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43748800","OMOP672509","Isotretinoin 0.001 MG/MG Topical Cream","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43737161","OMOP806766","40000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43737160","OMOP806760","40000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43736885","OMOP801383","25 ML Isotretinoin 0.5 MG/ML Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43736884","OMOP801382","25000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43736390","OMOP791051","15000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43735673","OMOP773935","6000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43730910","OMOP672554","Isotretinoin 20 MG Oral Capsule [Aknenormin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43730908","OMOP672530","Isotretinoin 10 MG Oral Capsule [Aknenormin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43730907","OMOP672527","Isotretinoin 10 MG Oral Capsule [Isotretinoin Puren] by Puren","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43719327","OMOP816238","50 ML Isotretinoin 0.5 MG/ML Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43718907","OMOP804518","30000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43717126","OMOP770281","5000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43712881","OMOP672555","Isotretinoin 20 MG Oral Capsule [Aknenormin] by Almirall","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43712880","OMOP672523","Isotretinoin 10 MG Oral Capsule [Isoderm] by DermaPharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43703324","OMOP840489","100 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43701626","OMOP816236","50000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43701346","OMOP806758","40000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43701059","OMOP801388","25000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43701058","OMOP801381","25000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43701057","OMOP801380","25000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43695046","OMOP672538","Isotretinoin 20 MG [Isogalen]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43695044","OMOP672526","Isotretinoin 10 MG Oral Capsule [Isotretinoin Puren]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43695043","OMOP672513","Isotretinoin 5 MG Oral Capsule [Isotretinoin Regiomedica]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43695042","OMOP672502","Isotretinoin Vaginal Gel [Isotrexin]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43685426","OMOP840487","100 ML Isotretinoin 0.5 MG/ML Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43683157","OMOP804515","30 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43683038","OMOP801389","25000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43681739","OMOP773933","6000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43677229","OMOP672514","Isotretinoin 5 MG Oral Capsule [Isotretinoin Regiomedica] by Regiomedica","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43677228","OMOP672495","Isotretinoin Oral Capsule [Isotretinoin Regiomedica]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43677227","OMOP672492","Isotretinoin Topical Cream [Isotrex]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43665274","OMOP804513","30 ML Isotretinoin 0.5 MG/ML Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43665151","OMOP801384","25 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43665150","OMOP801378","25000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43664642","OMOP791048","15000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43661951","OMOP736592","1000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrex] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43659223","OMOP672557","Isotretinoin 20 MG Oral Capsule [Isotret Hexal] by Hexal","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43659220","OMOP672517","Isotretinoin 10 MG [Isotretinoin Puren]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43659219","OMOP672515","Isotretinoin 10 MG [Isoderm]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43649442","OMOP840490","100000 MG Isotretinoin 0.001 MG/MG Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43647031","OMOP801387","25000 MG Isotretinoin 0.001 MG/MG Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43646505","OMOP791053","15 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43646504","OMOP791050","15000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43645368","OMOP770282","5000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43641093","OMOP672543","Isotretinoin 20 MG [Aknenormin]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43641092","OMOP672541","Isotretinoin 20 MG [Isotretinoin Puren]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43641091","OMOP672537","Isotretinoin 20 MG [Isoderm]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43641090","OMOP672497","Isotretinoin Oral Capsule [Isotretinoin Puren]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43629251","OMOP806761","40 ML Isotretinoin 0.5 MG/ML Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43628373","OMOP791052","15 ML Isotretinoin 0.5 MG/ML Topical Cream","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43622879","OMOP672548","Isotretinoin 20 MG Oral Capsule [Isogalen] by Galen","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43613183","OMOP840491","100000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43611415","OMOP816242","50000 MG Isotretinoin 0.001 MG/MG Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43610937","OMOP804514","30 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43610936","OMOP804512","30000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43607628","OMOP729173","1000 MG Erythromycin 0.02 MG/MG / Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrexin] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43604991","OMOP672546","Isotretinoin 20 MG Oral Capsule [Isoderm] by DermaPharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43604990","OMOP672525","Isotretinoin 10 MG Oral Capsule [Isogalen] by Galen","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43604988","OMOP672511","Isotretinoin 5 MG [Isotretinoin Regiomedica]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43593453","OMOP816239","50 ML Isotretinoin 0.5 MG/ML Topical Cream [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43592853","OMOP801379","25000 MG Isotretinoin 0.0005 MG/MG Vaginal Gel [Isotrex]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43586901","OMOP672553","Isotretinoin 20 MG Oral Capsule [Isotretinoin Ratiopharm] by Ratiopharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43586900","OMOP672549","Isotretinoin 20 MG Oral Capsule [Isotretinoin Puren]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43586899","OMOP672545","Isotretinoin 20 MG Oral Capsule [Isoderm]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43586898","OMOP672536","Isotretinoin 0.5 MG/ML Topical Cream [Isotrex]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43526243","1373330","isotretinoin Oral Capsule [Zenatane]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm","1"
"","43526242","1373336","isotretinoin 40 MG [Zenatane]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","43526241","1373337","isotretinoin 40 MG Oral Capsule [Zenatane]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm","1"
"","43526240","1373334","isotretinoin 20 MG [Zenatane]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","43526239","1373335","isotretinoin 20 MG Oral Capsule [Zenatane]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm","1"
"","43526238","1373329","isotretinoin 10 MG [Zenatane]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm","1"
"","43526237","1373333","isotretinoin 10 MG Oral Capsule [Zenatane]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm","1"
"","43294156","OMOP535679","Isotretinoin 5 MG Oral Capsule [Oratane] Box of 60","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43294155","OMOP535672","Isotretinoin 20 MG Oral Capsule [Dermatane]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43294154","OMOP535665","Isotretinoin 20 MG Oral Capsule Box of 60 by Scp","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43294153","OMOP535653","Isotretinoin 20 MG [Dermatane]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43294152","OMOP535649","Isotretinoin 10 MG Oral Capsule [Rocta] Box of 60","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43294151","OMOP535642","Isotretinoin 10 MG Oral Capsule Box of 60 by Scp","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43294150","OMOP535634","Isotretinoin 10 MG [Oratane]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43288710","OMOP535684","Isotretinoin 40 MG Oral Capsule [Dermatane]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43288709","OMOP535683","Isotretinoin 40 MG Oral Capsule [Oratane] Box of 30","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43288708","OMOP535677","Isotretinoin 5 MG [Oratane]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43288707","OMOP535667","Isotretinoin 20 MG Oral Capsule [Oratane] Box of 60","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43288706","OMOP535660","Isotretinoin 20 MG Oral Capsule by Scp","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43288705","OMOP535659","Isotretinoin 20 MG Oral Capsule by Apotex","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43288704","OMOP535645","Isotretinoin 10 MG Oral Capsule [Oratane] Box of 60","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43288703","OMOP535638","Isotretinoin 10 MG Oral Capsule by Apotex","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
