"","Id","Code","Name","Class","Standard Concept Caption","RC","DRC","Domain","Vocabulary","Ancestors"
"","44098385","OMOP1093016","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Riva Sep Ds]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44098384","OMOP1093015","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Trisulfa]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44098383","OMOP1093014","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Roubac]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44098382","OMOP1093013","Sulfamethoxazole 100 MG / Trimethoprim 20 MG Oral Tablet [Apo Sulfatrim Pediatric]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44092520","OMOP1087151","Sulfamethoxazole 400 MG / Trimethoprim 80 MG [Trisulfa]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44092519","OMOP1087150","Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML [Nu-Cotrimox]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44092518","OMOP1087149","Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML [Trisulfa]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44087788","OMOP1082419","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Bactrim DS] by Roche","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44087787","OMOP1082418","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Roubac] by Rougier","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44087786","OMOP1082417","Sulfamethoxazole 100 MG / Trimethoprim 20 MG Oral Tablet [Apo Sulfatrim Pediatric] by Apotex","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44085476","OMOP1080107","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Nu-Cotrimox-Ds]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44085475","OMOP1080106","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Roubac]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44085474","OMOP1080105","Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension [Trisulfa]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44082292","OMOP1076923","Sulfamethoxazole / Trimethoprim Oral Tablet [Nu-Cotrimox]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44079510","OMOP1074141","Sulfamethoxazole 800 MG / Trimethoprim 160 MG [Teva-Trimel]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44079509","OMOP1074140","Sulfamethoxazole 800 MG / Trimethoprim 160 MG [Trisulfa]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44074933","OMOP1069564","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Protrin] by Pro Doc Limitee","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44074932","OMOP1069563","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Teva-Trimel] by TEVA","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44074931","OMOP1069562","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet by D.C.","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44072592","OMOP1067223","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Protrin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44072591","OMOP1067222","Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension [Teva-Trimel]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44069484","OMOP1064115","Sulfamethoxazole / Trimethoprim Oral Suspension [Trisulfa]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44069483","OMOP1064114","Sulfamethoxazole / Trimethoprim Oral Tablet [Teva-Trimel]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44066830","OMOP1061461","Sulfamethoxazole 500 MG [Apo Sulfamethoxazole]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44066829","OMOP1061460","Sulfamethoxazole 8 MG/ML / Trimethoprim 1.6 MG/ML [Sulfatrim]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44066828","OMOP1061459","Sulfamethoxazole 800 MG / Trimethoprim 160 MG [Roubac]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44066827","OMOP1061458","Sulfamethoxazole 800 MG / Trimethoprim 160 MG [Septra DS]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44066826","OMOP1061457","Sulfamethoxazole 400 MG / Trimethoprim 80 MG [Protrin]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44066825","OMOP1061456","Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML [Teva-Trimel]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44062213","OMOP1056844","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Teva-Trimel] by TEVA","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44059773","OMOP1054404","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Nu-Cotrimox]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44059772","OMOP1054403","Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension [Nu-Cotrimox]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44056606","OMOP1051237","Sulfamethoxazole Oral Tablet [Apo Sulfamethoxazole]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44056605","OMOP1051236","Sulfamethoxazole / Trimethoprim Oral Tablet [Bactrim DS]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44056604","OMOP1051235","Sulfamethoxazole / Trimethoprim Oral Tablet [Nu-Cotrimox-Ds]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44056602","OMOP1051233","Sulfamethoxazole / Trimethoprim Oral Tablet [Roubac]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44053817","OMOP1048448","Sulfamethoxazole 800 MG / Trimethoprim 160 MG [Nu-Cotrimox-Ds]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44053816","OMOP1048447","Sulfamethoxazole 400 MG / Trimethoprim 80 MG [Roubac]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44049192","OMOP1043823","Sulfamethoxazole 500 MG Oral Tablet [Apo Sulfamethoxazole] by Apotex","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44049191","OMOP1043822","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Riva Sep Ds] by Laboratoire Riva","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44049190","OMOP1043821","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Septra DS] by Glaxosmithkline","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44046767","OMOP1041398","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Protrin]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44046766","OMOP1041397","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Teva-Trimel]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44043604","OMOP1038235","Sulfamethoxazole / Trimethoprim Oral Tablet [Protrin]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44040765","OMOP1035396","Sulfamethoxazole 400 MG / Trimethoprim 80 MG [Sulfatrim]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44036065","OMOP1030696","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Sulfatrim] by Apotex","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44036064","OMOP1030695","Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension [Nu-Cotrimox] by Nu-Pharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44036063","OMOP1030694","Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension [Teva-Trimel] by TEVA","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44033732","OMOP1028363","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Sulfatrim]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44033731","OMOP1028362","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Trisulfa]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44032158","OMOP1026789","Sulfamethoxazole 8 MG/ML / Trimethoprim 1.6 MG/ML Oral Suspension","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44030527","OMOP1025158","Sulfamethoxazole / Trimethoprim Oral Suspension [Nu-Cotrimox]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44030526","OMOP1025157","Sulfamethoxazole / Trimethoprim Oral Suspension [Teva-Trimel]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44030524","OMOP1025155","Sulfamethoxazole / Trimethoprim Oral Tablet [Trisulfa]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44027777","OMOP1022408","Sulfamethoxazole 800 MG / Trimethoprim 160 MG [Riva Sep Ds]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44027776","OMOP1022407","Sulfamethoxazole 100 MG / Trimethoprim 20 MG [Apo Sulfatrim Pediatric]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44026413","OMOP1021044","Sulfamethoxazole 8 MG/ML","Clinical Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","44025381","OMOP1020012","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Teva-Trimel]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43865804","OMOP833980","100 ML Sulfamethoxazole 80 MG/ML Oral Solution [Eusaprim] Box of 5","Quant Branded Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43865803","OMOP833977","100 ML Sulfamethoxazole 80 MG/ML Oral Solution Box of 5","Quant Clinical Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43853822","OMOP922705","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Cotrim Forte Eu Rho]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43853821","OMOP922693","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Cotrim-Ct] by AbZ-Pharma","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43853820","OMOP922692","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Cotrim-Ct]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43853819","OMOP922684","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Berlocid] by Berlin-Chemie","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43853818","OMOP922678","Sulfamethoxazole 800 MG / Trimethoprim 160 MG [Cotrimhexal Forte]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43847523","OMOP833963","100 ML Sulfamethoxazole 40 MG/ML Oral Solution Box of 5","Quant Clinical Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43835862","OMOP922765","Sulfamethoxazole 80 MG/ML Oral Solution","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43835861","OMOP922749","Sulfamethoxazole 40 MG/ML Oral Solution [Eusaprim] Box of 5","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43835859","OMOP922726","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Cotrimoxazol Al]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43835856","OMOP922648","Sulfamethoxazole / Trimethoprim Oral Tablet [Cotrim-Ct]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43817719","OMOP922766","Sulfamethoxazole 80 MG/ML Oral Solution [Eusaprim]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43817716","OMOP922698","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Cotrimhexal Forte] by Hexal","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43799584","OMOP922757","Sulfamethoxazole 80 MG/ML [Eusaprim]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43799583","OMOP922756","Sulfamethoxazole 80 MG/ML [Cotrim Ratiopharm]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43799582","OMOP922728","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Cotrimoxazol Al] by Aliud","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43799581","OMOP922687","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Eusaprim] by Aspen","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43799580","OMOP922682","Sulfamethoxazole 800 MG / Trimethoprim 160 MG [Cotrim Forte Eu Rho]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43793304","OMOP833967","100 ML Sulfamethoxazole 40 MG/ML Oral Solution [Eusaprim] Box of 5 by Aspen","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43789082","OMOP766750","5 ML Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Oral Solution","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43781691","OMOP922741","Sulfamethoxazole 40 MG/ML [Eusaprim]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43781690","OMOP922737","Sulfamethoxazole Oral Solution","Clinical Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43781689","OMOP922700","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Tms Forte] by T & D","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43775407","OMOP833981","100 ML Sulfamethoxazole 80 MG/ML Oral Solution [Eusaprim] Box of 5 by Aspen","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43775406","OMOP833973","100 ML Sulfamethoxazole 80 MG/ML Oral Solution [Kepinol] Box of 5 by Dr R Pfleger","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43775405","OMOP833966","100 ML Sulfamethoxazole 40 MG/ML Oral Solution [Eusaprim] Box of 5","Quant Branded Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43775404","OMOP833964","100 ML Sulfamethoxazole 40 MG/ML Oral Solution [Eusaprim]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43763624","OMOP922748","Sulfamethoxazole 40 MG/ML Oral Solution [Eusaprim]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43763620","OMOP922704","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Cotrimoxazol Al] by Aliud","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43763616","OMOP922659","Sulfamethoxazole / Trimethoprim Oral Tablet [Cotrimoxazol Al]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43753207","OMOP766743","5 ML Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Solution [Eusaprim] by Aspen","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43745666","OMOP922745","Sulfamethoxazole 40 MG/ML Oral Solution","Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43745664","OMOP922725","Sulfamethoxazole 400 MG / Trimethoprim 80 MG Oral Tablet [Cotrim Ratiopharm] by Ratiopharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43745660","OMOP922695","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Cotrim Fair-Med Healthcare] by Fair-Med","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43745659","OMOP922691","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Cotrim Ratiopharm] by Ratiopharm","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43735396","OMOP766751","5 ML Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Oral Solution [Eusaprim]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43727744","OMOP922767","Sulfamethoxazole 80 MG/ML Oral Solution [Eusaprim] Box of 5","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43727743","OMOP922753","Sulfamethoxazole 80 MG/ML Oral Solution [Kepinol] Box of 5","Branded Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43727742","OMOP922677","Sulfamethoxazole 800 MG / Trimethoprim 160 MG [Cotrim Fair-Med Healthcare]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43727740","OMOP922655","Sulfamethoxazole / Trimethoprim Oral Tablet [Tms Forte]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43721374","OMOP833969","100 ML Sulfamethoxazole 80 MG/ML Oral Solution [Kepinol]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43709731","OMOP922751","Sulfamethoxazole 80 MG/ML Oral Solution Box of 5","Clinical Drug Box","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43709730","OMOP922699","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Tms Forte]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43709729","OMOP922696","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Cotrimhexal Forte]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43709727","OMOP922675","Sulfamethoxazole 800 MG / Trimethoprim 160 MG [Cotrim-Ct]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43703619","OMOP833979","100 ML Sulfamethoxazole 80 MG/ML Oral Solution [Eusaprim] by Aspen","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43703617","OMOP833955","100 ML Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Oral Solution","Quant Clinical Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43681474","OMOP766752","5 ML Sulfamethoxazole 80 MG/ML / Trimethoprim 16 MG/ML Oral Solution [Eusaprim] by Aspen","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43681473","OMOP766742","5 ML Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Solution [Eusaprim]","Quant Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43674055","OMOP922752","Sulfamethoxazole 80 MG/ML Oral Solution [Kepinol]","Branded Drug","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43674054","OMOP922742","Sulfamethoxazole 40 MG/ML [Cotrim Ratiopharm]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43674051","OMOP922719","Sulfamethoxazole 400 MG / Trimethoprim 80 MG [Cotrimoxazol Al]","Branded Drug Comp","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43674048","OMOP922689","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet [Kepinol] by Dr R Pfleger","Marketed Product","Standard","timeout","timeout","Drug","RxNorm Extension","1"
"","43674046","OMOP922660","Sulfamethoxazole / Trimethoprim Oral Tablet [Cotrim Forte Eu Rho]","Branded Drug Form","Standard","timeout","timeout","Drug","RxNorm Extension","1"
